id,carat,cut,color,clarity,depth,table,price
35620,0.5,2,4,6,64.1,56.0,1791
35621,0.7,5,3,4,60.8,56.0,3656
35622,0.53,5,5,5,61.2,56.0,1830
35623,1.2,5,1,4,61.8,55.0,5318
35624,0.45,5,1,7,61.9,56.0,978
35625,1.16,1,4,3,65.9,55.0,4612
35626,0.56,5,4,6,61.4,54.0,2004
35627,0.9,5,5,2,61.5,56.0,4198
35628,1.51,4,5,4,61.6,58.0,14683
35629,0.52,5,7,3,60.0,56.0,1600
35630,0.31,5,5,4,62.7,57.0,802
35631,0.34,4,4,4,60.3,59.0,596
35632,0.32,5,2,5,62.4,54.0,523
35633,0.7,2,6,2,63.6,65.0,2032
35634,1.01,4,6,4,60.4,57.0,6697
35635,1.01,4,5,2,62.2,58.0,3597
35636,0.3,5,6,6,61.9,58.0,766
35637,0.9,3,5,2,61.6,58.0,3519
35638,1.12,3,3,2,62.9,58.0,4498
35639,0.53,5,5,7,61.6,56.0,2896
35640,0.7,5,6,4,61.9,57.0,2553
35641,0.43,5,3,3,62.5,57.0,716
35642,0.54,5,6,2,60.4,57.0,1246
35643,2.01,2,2,3,64.1,60.0,10184
35644,0.55,5,4,5,60.9,56.0,1591
35645,0.54,5,7,4,61.8,56.0,1892
35646,2.35,4,2,3,61.8,58.0,14185
35647,1.2,2,7,4,62.4,60.0,8521
35648,0.31,4,3,6,61.9,58.0,802
35649,1.01,2,4,3,63.8,56.0,4504
35650,1.51,3,6,2,61.9,57.0,7848
35651,0.33,3,7,4,60.0,62.0,778
35652,1.09,5,6,2,61.9,55.0,5035
35653,0.32,2,6,3,62.5,61.0,564
35654,1.23,4,3,4,62.4,61.0,6957
35655,0.72,5,2,5,62.5,55.0,2586
35656,1.01,1,6,2,57.1,59.0,4600
35657,1.04,5,4,5,61.1,56.0,6632
35658,0.34,3,4,4,63.1,57.0,765
35659,0.25,4,3,7,59.8,59.0,450
35660,0.41,5,2,8,62.6,57.0,1007
35661,0.26,3,7,4,60.8,59.0,403
35662,0.38,4,6,5,60.2,58.0,1069
35663,0.38,4,2,4,61.7,59.0,633
35664,0.37,4,5,4,60.6,58.0,746
35665,1.01,1,3,4,64.5,60.0,4751
35666,2.0,2,2,3,63.0,61.0,15072
35667,0.46,5,4,3,61.4,56.0,990
35668,1.12,3,4,3,61.1,59.0,5361
35669,0.43,5,6,4,62.2,57.0,981
35670,1.71,3,7,2,63.5,56.0,11844
35671,1.0,4,5,2,62.9,59.0,4155
35672,1.0,4,5,2,61.7,58.0,3858
35673,1.07,3,3,4,62.7,57.0,5264
35674,0.7,3,6,3,62.6,56.0,2459
35675,0.39,3,3,2,62.4,59.0,562
35676,0.42,3,5,3,62.7,55.0,773
35677,1.71,4,3,6,61.4,59.0,14731
35678,0.51,5,2,6,62.5,54.3,1316
35679,0.3,5,2,7,61.8,54.0,540
35680,0.73,5,5,2,62.1,56.0,2276
35681,0.3,4,3,6,61.5,58.0,776
35682,0.4,4,6,8,61.3,58.0,1580
35683,0.8,5,5,2,62.5,56.0,3066
35684,0.3,5,4,4,61.4,54.0,675
35685,1.01,2,4,4,62.7,60.0,6126
35686,1.11,5,2,5,63.0,56.0,5152
35687,1.0,4,5,3,62.6,60.0,5292
35688,0.42,5,3,3,62.7,56.0,700
35689,2.21,4,3,2,61.3,60.0,14032
35690,0.41,5,4,5,62.4,57.0,899
35691,0.51,5,4,5,61.7,56.0,1656
35692,0.32,4,3,7,62.7,57.0,936
35693,0.73,3,3,5,61.6,59.0,2641
35694,0.36,3,4,5,60.6,60.0,678
35695,0.37,3,6,3,59.9,59.0,649
35696,1.51,2,6,3,63.1,58.0,11460
35697,0.38,4,4,5,61.9,59.0,1069
35698,1.72,5,3,3,62.2,57.0,7840
35699,0.46,4,6,5,62.0,58.0,1294
35700,0.41,4,4,3,61.4,60.0,923
35701,0.41,5,5,5,62.0,56.0,1007
35702,0.7,3,3,3,57.7,60.0,2048
35703,0.51,5,4,8,61.4,54.0,2208
35704,2.01,4,1,3,60.7,61.0,12209
35705,0.33,5,6,4,61.0,57.0,928
35706,0.31,5,4,6,61.5,57.0,671
35707,0.34,5,3,4,61.5,56.0,555
35708,2.04,1,2,2,66.6,56.0,9802
35709,0.43,4,6,3,61.5,60.0,739
35710,0.52,2,7,4,63.5,57.0,1701
35711,0.3,3,4,6,62.3,57.0,655
35712,0.81,5,5,3,61.8,55.0,3004
35713,0.53,4,5,4,60.6,55.0,1753
35714,1.1,5,3,3,62.5,57.0,4764
35715,1.51,3,3,4,63.2,57.0,10950
35716,1.02,4,5,5,61.9,59.0,7389
35717,0.3,3,3,3,58.7,63.0,393
35718,0.74,4,7,4,62.4,57.0,2855
35719,0.28,3,6,6,62.0,56.0,544
35720,0.7,3,6,3,62.7,55.0,2575
35721,0.31,4,6,4,58.6,58.0,639
35722,0.91,4,5,2,62.5,56.0,3822
35723,0.41,5,7,3,62.3,55.0,791
35724,0.44,5,6,4,61.5,56.0,1003
35725,0.79,5,4,3,62.3,57.0,2898
35726,0.8,2,5,4,60.5,62.3,3283
35727,0.5,4,7,4,62.8,58.0,1758
35728,0.92,4,2,3,60.7,58.0,3529
35729,0.91,4,2,3,58.4,55.0,2700
35730,1.5,5,4,6,62.2,55.0,16948
35731,0.34,5,6,4,62.4,55.0,956
35732,0.85,2,1,5,63.6,57.0,2372
35733,0.7,3,7,3,61.0,59.0,2409
35734,0.54,3,6,2,63.4,56.0,1250
35735,1.0,2,5,2,63.8,58.0,4081
35736,0.54,5,4,3,61.5,55.1,1395
35737,0.4,3,7,2,63.1,57.0,798
35738,1.51,5,1,5,61.9,58.0,8170
35739,1.51,1,2,4,64.8,60.0,8879
35740,0.34,5,6,5,62.1,56.0,805
35741,0.32,5,4,4,62.5,56.0,561
35742,0.56,5,5,3,61.1,56.0,1811
35743,0.72,3,2,4,61.8,60.0,2109
35744,2.29,4,4,2,62.4,60.0,15366
35745,1.01,3,4,5,63.1,57.0,5995
35746,0.4,5,7,4,61.6,57.0,982
35747,0.32,4,7,4,61.7,58.0,758
35748,0.71,5,2,2,61.6,56.0,1947
35749,1.04,5,5,3,62.1,56.0,4426
35750,0.5,2,5,2,63.8,59.0,1094
35751,0.92,2,7,3,63.1,58.0,4158
35752,0.81,4,5,3,61.0,59.0,3230
35753,0.57,2,3,5,63.7,51.0,1728
35754,0.32,5,4,6,60.6,57.0,730
35755,0.81,4,3,4,58.0,59.0,2795
35756,0.7,3,1,4,63.3,58.0,2044
35757,1.42,3,4,6,62.6,60.0,12891
35758,1.25,4,4,2,61.1,58.0,4340
35759,0.79,3,6,3,60.4,59.0,3077
35760,0.51,1,7,2,66.5,58.0,1109
35761,1.04,3,4,5,63.2,56.0,6541
35762,0.5,3,6,2,60.8,61.0,1046
35763,0.71,3,2,2,63.7,57.0,1875
35764,0.36,5,7,3,61.9,55.7,713
35765,1.53,5,5,3,61.9,55.0,11525
35766,1.52,3,4,4,62.4,56.0,11093
35767,1.7,4,1,4,62.8,59.0,9939
35768,1.8,5,3,5,62.3,56.0,15105
35769,1.0,4,7,6,61.6,60.0,10046
35770,0.51,4,5,2,62.8,60.0,1036
35771,1.02,3,2,4,59.3,59.0,4762
35772,0.4,5,5,6,61.7,56.0,1088
35773,1.31,4,1,3,60.7,58.0,4475
35774,0.51,5,6,4,61.7,54.0,1656
35775,0.9,3,3,2,64.1,59.0,3255
35776,0.34,5,5,4,61.6,57.0,880
35777,0.73,5,7,3,61.3,57.0,3615
35778,0.8,5,6,4,62.2,57.0,3584
35779,0.96,1,5,2,66.3,62.0,2759
35780,0.7,2,5,3,63.1,64.0,2058
35781,0.34,4,3,4,59.0,59.0,537
35782,0.35,2,6,5,63.1,56.0,663
35783,1.01,4,5,4,62.2,60.0,6416
35784,1.0,5,3,3,61.4,57.0,4564
35785,0.4,5,7,6,61.9,56.0,1323
35786,1.12,5,5,4,61.9,55.0,7727
35787,0.56,3,4,3,61.8,55.0,1361
35788,0.94,4,3,4,62.5,58.0,4264
35789,0.31,2,4,3,63.3,57.0,431
35790,0.58,5,5,6,61.9,56.0,2401
35791,1.02,4,4,3,61.1,58.0,5255
35792,0.72,2,4,3,64.0,59.0,1969
35793,1.56,3,2,3,60.2,61.0,8470
35794,0.37,4,6,2,59.5,61.0,666
35795,0.31,5,7,6,61.8,54.0,828
35796,1.31,4,1,3,59.4,60.0,5546
35797,0.7,2,3,6,63.8,57.0,2608
35798,0.9,2,5,3,57.6,60.0,3950
35799,0.75,5,7,5,62.4,54.0,3696
35800,1.0,5,1,3,62.7,58.0,3788
35801,2.01,3,4,3,63.1,59.0,18741
35802,1.63,4,5,3,59.7,62.0,12394
35803,0.31,5,6,5,61.1,54.0,692
35804,0.57,5,6,4,61.9,57.0,1851
35805,1.13,4,6,5,61.1,59.0,8353
35806,0.7,1,7,2,58.1,60.0,2358
35807,0.51,5,5,2,60.2,55.0,1191
35808,1.01,3,5,4,61.1,58.0,7037
35809,1.01,4,6,2,60.6,58.0,4044
35810,0.75,3,6,3,63.6,56.0,2993
35811,1.23,5,3,5,60.6,57.0,7803
35812,1.02,4,4,4,62.1,58.0,6397
35813,0.4,5,4,4,61.2,57.0,1035
35814,1.02,5,2,3,61.3,57.0,4685
35815,1.08,3,3,2,63.0,59.0,4481
35816,0.32,5,5,8,61.1,55.0,984
35817,1.0,5,4,3,62.4,56.0,4867
35818,1.01,5,5,4,61.7,55.0,7347
35819,1.52,4,6,2,62.0,62.0,8810
35820,1.51,2,3,5,58.2,58.0,10819
35821,1.07,4,5,3,61.7,58.0,4597
35822,0.23,3,4,7,61.3,59.0,414
35823,1.01,3,3,3,62.8,58.0,4559
35824,0.6,5,7,3,62.3,57.0,1840
35825,1.14,4,2,5,62.3,59.0,5291
35826,0.4,5,3,6,60.8,55.0,877
35827,2.01,1,3,2,64.9,56.0,10184
35828,1.11,5,4,2,61.7,57.0,5299
35829,1.22,5,3,3,61.9,55.0,7870
35830,0.4,4,5,3,62.9,58.0,882
35831,0.92,4,4,3,61.5,60.0,3751
35832,0.72,5,6,2,60.1,56.0,2674
35833,2.07,3,2,3,63.1,59.0,15751
35834,0.7,4,4,4,58.2,60.0,2328
35835,0.31,5,5,8,61.2,57.0,1818
35836,1.52,2,3,3,63.8,60.0,9898
35837,2.02,2,2,5,65.5,57.0,15765
35838,0.7,1,6,2,58.7,68.0,1723
35839,1.04,4,4,3,61.4,57.0,5086
35840,1.22,5,2,3,61.9,56.0,5261
35841,1.06,5,4,6,61.4,57.0,8726
35842,0.56,5,7,4,62.2,56.0,1963
35843,0.34,5,2,8,61.3,55.0,695
35844,0.35,3,7,3,60.1,61.0,644
35845,0.73,3,4,3,60.6,59.0,2585
35846,1.11,3,3,2,63.2,58.0,4973
35847,0.37,5,1,5,62.4,55.0,487
35848,0.74,5,2,7,60.8,57.0,2822
35849,0.44,2,7,7,59.2,57.0,2250
35850,1.38,3,3,3,63.2,56.0,7836
35851,1.03,5,3,3,59.8,57.0,5018
35852,1.52,5,6,3,62.8,55.0,12431
35853,1.33,4,3,3,61.9,58.0,7302
35854,1.0,4,4,4,61.9,58.0,6160
35855,0.59,3,7,5,62.6,58.0,2254
35856,0.55,5,6,5,62.0,56.0,2107
35857,0.41,5,2,6,61.7,56.0,1061
35858,0.5,3,5,4,59.4,59.0,1436
35859,0.55,5,5,3,61.9,55.0,1700
35860,0.31,2,6,3,63.7,57.0,544
35861,1.28,5,4,5,61.7,55.0,9342
35862,0.3,3,4,4,60.6,60.0,526
35863,1.5,2,6,4,63.9,58.0,13899
35864,2.03,3,1,2,60.9,60.0,11968
35865,1.04,2,5,2,64.2,56.0,4321
35866,0.71,3,5,2,63.4,57.0,2266
35867,1.5,3,6,3,59.3,56.0,10929
35868,1.5,2,4,3,64.2,58.0,10428
35869,1.05,4,3,3,59.5,58.0,4692
35870,0.95,5,2,4,62.2,57.0,3884
35871,0.57,5,5,5,62.6,56.0,1949
35872,0.4,5,7,7,60.3,57.0,1441
35873,1.03,2,3,3,63.3,57.0,4843
35874,1.51,4,4,4,62.5,59.0,12756
35875,0.54,5,6,4,61.8,55.0,1847
35876,1.09,1,5,2,66.3,56.0,3170
35877,0.51,5,6,3,62.2,57.0,1546
35878,0.91,2,6,2,64.3,57.0,3632
35879,0.7,4,3,3,62.8,57.0,2331
35880,2.06,4,5,1,58.7,61.0,9967
35881,0.5,3,3,4,62.3,56.0,1337
35882,1.03,2,5,4,63.9,59.0,6662
35883,0.7,5,6,4,62.5,58.0,2917
35884,0.79,5,2,6,61.7,56.0,4092
35885,0.31,5,6,4,61.6,56.0,872
35886,0.9,5,1,5,62.6,55.0,3048
35887,0.51,5,5,7,61.7,57.0,2163
35888,0.3,5,2,6,62.2,56.0,495
35889,0.45,2,4,5,58.1,61.2,1154
35890,2.45,3,3,2,63.5,58.0,11830
35891,0.39,2,4,4,63.8,59.0,787
35892,0.41,3,5,4,61.1,56.0,863
35893,0.32,3,7,2,62.8,57.0,477
35894,0.43,5,3,3,61.9,55.0,783
35895,0.36,4,6,3,60.9,60.0,631
35896,0.54,3,7,3,62.9,57.0,1662
35897,0.23,4,6,7,61.1,60.0,680
35898,0.73,5,7,2,59.9,57.0,2770
35899,0.71,3,7,4,63.0,58.0,3096
35900,0.25,5,6,7,62.3,53.0,783
35901,1.01,3,4,4,59.9,60.0,5759
35902,0.7,3,4,3,61.7,56.0,2310
35903,1.01,3,3,3,61.2,60.0,5433
35904,0.26,5,4,3,61.8,55.0,377
35905,0.9,4,5,2,58.9,59.0,3803
35906,1.22,5,6,2,62.8,54.0,4974
35907,0.3,5,5,4,62.1,55.0,605
35908,0.31,5,4,4,61.7,57.0,698
35909,1.15,4,4,3,62.6,58.0,5851
35910,1.22,5,2,3,62.6,57.0,5807
35911,0.44,3,3,7,63.1,56.0,1016
35912,1.01,5,4,4,61.6,57.0,6159
35913,0.39,5,2,5,62.5,54.0,1047
35914,0.57,5,5,4,60.7,56.0,2096
35915,1.0,4,6,2,58.5,59.0,3450
35916,0.31,4,7,3,62.2,52.0,732
35917,0.78,4,5,2,62.8,56.0,2200
35918,0.33,3,2,8,59.0,61.0,694
35919,1.76,4,7,3,61.0,60.0,12063
35920,1.01,2,6,4,58.9,62.0,6517
35921,1.12,4,4,2,61.2,58.0,4158
35922,1.15,4,5,2,61.8,54.0,4186
35923,0.5,5,6,3,62.3,56.0,1410
35924,1.58,5,4,3,62.2,55.0,11927
35925,0.41,5,4,8,62.4,54.0,1367
35926,0.3,2,4,5,63.5,58.0,565
35927,1.14,5,4,2,62.3,56.0,6346
35928,0.34,5,6,3,60.7,57.0,765
35929,2.27,5,2,2,60.5,55.0,12939
35930,0.75,3,6,3,61.1,59.0,3005
35931,0.5,5,5,4,62.9,55.0,1654
35932,1.09,5,6,3,61.1,55.0,5935
35933,0.77,5,5,2,62.0,56.0,2107
35934,0.72,5,4,2,62.6,52.0,2295
35935,0.74,5,3,6,61.2,57.0,2961
35936,1.01,1,7,3,64.7,57.0,5430
35937,0.32,3,5,7,62.2,55.0,886
35938,0.32,2,7,2,63.7,56.0,477
35939,0.7,4,4,2,62.0,59.0,1966
35940,2.53,4,1,2,62.6,57.0,16934
35941,0.32,3,3,7,62.3,56.0,672
35942,0.4,5,4,2,62.1,55.0,926
35943,0.71,5,2,3,62.0,54.0,2319
35944,0.33,5,1,3,61.1,56.0,403
35945,0.6,5,5,6,61.8,57.0,2298
35946,1.66,5,5,1,62.1,58.0,6135
35947,0.51,4,7,3,63.0,59.0,1574
35948,0.3,4,5,6,61.1,59.0,737
35949,1.26,4,1,3,61.7,58.0,5114
35950,0.31,5,4,8,62.6,57.0,988
35951,0.43,5,3,4,60.7,55.0,857
35952,1.05,5,4,2,62.2,54.0,4667
35953,0.53,4,7,4,60.2,58.0,1808
35954,1.57,4,3,4,61.0,59.0,11575
35955,0.27,4,6,5,60.2,59.0,470
35956,0.31,5,3,4,61.9,55.0,489
35957,0.31,3,3,6,62.6,56.0,578
35958,0.71,4,3,3,62.4,62.0,2207
35959,0.3,4,4,5,59.6,59.0,605
35960,0.51,5,7,5,62.1,55.0,1959
35961,1.0,3,5,4,63.3,55.0,6382
35962,1.53,3,3,5,59.5,63.0,10076
35963,0.35,2,6,2,63.9,55.0,630
35964,0.9,3,7,8,62.4,54.0,9182
35965,0.72,3,2,6,62.5,56.0,2530
35966,0.72,4,6,4,60.4,61.0,3024
35967,1.21,3,2,3,62.1,56.0,5324
35968,0.3,4,1,5,62.6,58.0,394
35969,0.31,5,3,3,61.5,56.0,591
35970,0.82,5,6,2,62.1,56.0,2937
35971,0.23,3,6,7,63.5,54.0,530
35972,0.52,5,7,2,61.7,55.0,1292
35973,1.21,5,6,3,62.2,54.1,7231
35974,1.0,2,7,3,63.8,53.0,4928
35975,0.9,3,4,2,59.2,57.0,3303
35976,0.5,2,7,4,64.1,61.0,1402
35977,1.29,5,5,2,61.9,55.0,7126
35978,0.55,3,3,4,62.0,55.2,1548
35979,0.32,5,6,6,62.4,56.0,1109
35980,0.91,2,5,2,56.9,62.0,2461
35981,0.24,3,7,6,61.3,58.0,485
35982,1.23,4,4,3,62.4,55.0,6750
35983,0.36,5,3,3,61.9,55.0,556
35984,0.3,5,7,4,61.3,57.0,710
35985,0.3,5,3,6,61.3,56.0,605
35986,0.53,5,6,4,60.7,57.0,1743
35987,0.52,3,4,3,63.1,58.0,1343
35988,1.07,5,4,6,62.4,54.0,8393
35989,0.42,4,3,6,62.4,57.0,984
35990,1.01,5,1,2,61.6,55.0,3732
35991,1.5,3,1,6,62.2,57.0,9306
35992,1.03,5,1,3,62.1,55.0,4221
35993,0.55,5,4,4,61.6,55.0,1752
35994,1.18,4,2,3,61.1,59.0,4956
35995,1.79,5,1,4,61.8,56.0,10658
35996,1.23,4,2,4,61.7,58.0,5521
35997,1.5,5,3,2,62.4,57.0,9104
35998,1.02,4,3,4,60.2,62.0,5432
35999,0.71,5,6,7,61.0,57.0,4860
36000,1.15,5,4,2,62.8,57.0,3613
36001,0.7,2,3,3,64.2,58.0,1865
36002,0.41,4,5,3,61.8,58.0,969
36003,1.51,1,6,4,65.0,58.0,12829
36004,0.32,5,5,3,61.4,54.0,586
36005,0.32,4,1,5,61.9,58.0,421
36006,0.33,5,4,7,60.8,56.0,1114
36007,0.53,5,4,6,61.4,57.0,2051
36008,1.01,4,3,3,62.1,60.0,4439
36009,0.75,5,5,2,62.6,55.0,2393
36010,1.51,3,3,3,60.6,59.0,10331
36011,1.51,2,4,5,64.0,57.0,12319
36012,0.73,5,3,4,61.0,56.0,3164
36013,0.4,4,4,6,62.0,58.0,982
36014,0.56,2,5,3,63.2,56.0,1340
36015,1.0,1,1,3,65.3,57.0,3175
36016,0.86,5,3,2,61.8,55.0,2892
36017,0.73,5,7,3,62.4,53.0,3140
36018,0.4,5,3,2,62.6,55.0,540
36019,1.0,3,4,6,63.0,54.0,8138
36020,1.53,4,4,5,61.0,60.0,14344
36021,0.98,1,4,1,67.3,60.0,1932
36022,0.96,1,5,2,68.2,61.0,2867
36023,0.7,4,4,5,62.6,60.0,2535
36024,0.52,3,4,5,62.3,58.0,1629
36025,1.17,2,3,2,63.8,58.0,4826
36026,1.01,4,4,6,61.6,60.0,7466
36027,1.5,4,5,5,62.3,58.0,15291
36028,0.48,5,2,3,62.5,54.0,841
36029,1.23,3,1,4,62.9,59.0,4896
36030,1.96,1,2,1,66.8,55.0,6147
36031,0.43,5,5,6,61.9,56.0,1250
36032,1.02,4,6,2,59.6,59.0,4478
36033,0.35,4,7,3,60.2,57.0,827
36034,0.62,5,3,3,61.4,56.0,1618
36035,0.78,4,5,2,60.6,57.0,2340
36036,0.8,3,5,4,61.3,55.0,3954
36037,0.7,1,7,4,65.2,59.0,2560
36038,0.3,5,6,3,62.9,56.0,675
36039,0.39,3,4,8,63.5,56.0,1271
36040,0.58,5,4,5,61.5,55.0,1911
36041,1.51,5,6,2,61.9,56.0,10781
36042,0.3,4,3,4,63.0,59.0,608
36043,0.7,2,3,3,63.8,58.0,2066
36044,1.0,4,3,2,59.4,60.0,3080
36045,0.3,4,4,3,59.8,57.0,574
36046,0.5,3,5,5,59.9,61.0,1550
36047,0.5,4,2,7,58.2,62.0,1415
36048,1.27,5,4,5,61.2,57.0,11206
36049,1.58,5,2,2,62.3,57.0,6441
36050,0.9,2,2,4,63.8,55.0,3303
36051,2.01,4,2,2,58.2,61.0,13052
36052,1.5,3,4,4,62.1,57.0,12156
36053,1.1,5,3,2,62.0,55.0,4733
36054,0.31,5,2,4,62.1,53.7,447
36055,0.5,5,3,3,61.7,58.0,1035
36056,1.11,3,3,3,61.9,58.0,5780
36057,1.13,3,2,3,61.5,60.0,4766
36058,2.22,5,4,2,60.9,57.0,15584
36059,1.09,4,3,5,60.2,59.0,5860
36060,0.71,4,6,4,59.6,60.0,2902
36061,0.72,5,2,6,61.3,56.0,2591
36062,0.34,5,6,3,62.9,56.0,765
36063,1.06,4,5,2,62.6,59.0,3901
36064,0.36,4,5,3,61.1,59.0,770
36065,0.54,4,4,3,61.6,58.0,1439
36066,0.72,2,5,4,58.0,57.0,2671
36067,1.32,5,4,4,62.4,57.0,8728
36068,0.55,5,5,4,61.2,55.0,1580
36069,0.31,2,3,5,63.6,55.0,698
36070,1.01,1,1,4,65.8,55.0,3190
36071,1.11,5,7,2,61.3,56.0,6129
36072,0.35,5,7,4,62.0,55.0,1063
36073,1.4,3,7,2,61.8,54.0,8268
36074,0.9,3,7,2,61.0,59.0,3806
36075,0.52,5,3,4,62.2,56.4,1391
36076,0.46,2,5,5,59.9,61.9,1168
36077,0.95,4,4,2,62.6,58.0,3181
36078,1.01,5,3,3,61.3,57.0,5664
36079,0.35,4,7,4,60.4,58.0,1063
36080,1.05,5,7,4,61.0,56.0,8451
36081,0.2,5,7,4,61.5,57.0,367
36082,0.27,3,6,6,61.8,59.0,586
36083,0.31,3,6,5,61.2,61.0,587
36084,0.35,5,6,4,61.7,55.0,767
36085,0.39,5,4,8,61.7,55.0,1154
36086,0.44,5,7,5,61.3,56.0,1235
36087,0.91,2,4,5,63.4,54.0,4284
36088,0.52,5,7,6,59.9,57.0,2217
36089,0.4,3,4,6,60.6,59.0,868
36090,0.72,5,2,3,61.3,56.0,2351
36091,0.3,4,3,7,62.7,59.0,878
36092,1.52,4,3,6,62.8,57.0,12232
36093,1.01,5,5,4,62.0,56.0,6533
36094,1.0,2,4,3,62.2,62.0,4416
36095,1.03,5,4,6,61.2,57.0,8483
36096,0.64,5,7,7,61.5,56.0,4281
36097,0.49,3,5,7,62.2,56.0,1952
36098,0.95,3,6,2,58.7,63.0,3527
36099,1.0,4,4,6,59.5,61.0,7589
36100,0.3,4,2,5,60.4,58.0,608
36101,1.09,5,1,4,62.5,55.0,3615
36102,0.31,5,5,8,61.6,56.0,901
36103,1.28,5,4,5,62.7,53.0,9372
36104,0.71,3,5,2,59.2,60.0,2134
36105,1.57,5,1,3,62.3,57.0,7737
36106,0.9,5,4,3,61.6,57.0,3931
36107,1.03,5,6,2,61.6,56.0,4199
36108,1.01,4,5,2,59.2,58.0,3837
36109,0.7,5,4,5,60.8,56.0,3300
36110,0.32,5,6,7,61.7,55.0,879
36111,0.91,3,6,3,58.8,59.0,4191
36112,2.03,4,1,2,60.9,60.0,12078
36113,0.36,4,4,5,62.3,59.0,932
36114,0.41,3,6,2,62.8,58.0,638
36115,0.31,5,7,3,61.8,56.0,571
36116,0.5,5,4,4,60.9,58.0,1449
36117,0.52,3,4,3,62.8,61.0,1244
36118,0.34,4,7,2,59.2,59.0,650
36119,0.31,5,7,4,61.6,57.0,942
36120,0.36,4,5,3,62.3,59.0,600
36121,2.22,3,2,3,62.4,55.0,17160
36122,0.26,3,5,7,61.2,60.0,591
36123,0.3,5,4,6,62.7,57.0,878
36124,1.05,2,5,3,57.9,62.0,4729
36125,0.52,4,6,3,59.0,59.0,1303
36126,0.51,5,6,4,61.0,57.0,1662
36127,0.3,4,4,5,62.0,60.0,725
36128,0.63,5,5,6,61.2,56.0,3351
36129,1.21,4,5,4,61.6,58.0,8660
36130,0.7,3,6,2,61.5,56.0,2298
36131,1.0,4,6,3,61.6,59.0,5500
36132,0.8,3,3,3,63.3,58.0,2485
36133,0.3,3,5,2,62.2,58.0,394
36134,1.51,4,3,4,60.2,60.0,10951
36135,0.82,3,6,2,63.3,56.0,2975
36136,0.7,3,3,4,62.1,55.0,2106
36137,1.12,5,4,5,61.1,56.0,8080
36138,2.01,5,5,2,62.3,58.0,15955
36139,1.51,4,3,5,62.4,60.0,10939
36140,1.07,4,5,3,59.6,58.0,5662
36141,0.91,3,7,3,62.3,60.0,4746
36142,1.11,4,3,2,61.6,60.0,4578
36143,0.61,3,7,5,60.9,56.0,2481
36144,0.24,5,6,3,62.5,56.0,486
36145,0.43,3,5,3,62.4,56.0,792
36146,1.51,5,4,4,61.8,54.0,14482
36147,1.52,4,3,2,60.7,60.0,6544
36148,0.32,2,5,4,63.4,57.0,645
36149,0.3,4,4,6,62.0,58.0,878
36150,1.07,3,3,3,60.4,58.0,5367
36151,0.32,5,5,5,61.0,56.0,716
36152,0.4,5,2,2,61.0,58.0,484
36153,1.0,3,5,3,63.4,61.0,4939
36154,1.7,4,2,4,61.9,56.0,10396
36155,1.25,4,1,4,62.2,59.0,5299
36156,0.5,2,6,3,64.2,59.0,1155
36157,0.54,4,5,4,58.9,59.0,1667
36158,1.09,5,3,3,61.8,57.0,4965
36159,0.73,2,6,4,63.3,60.0,2723
36160,0.71,3,6,3,59.7,58.0,2574
36161,0.25,5,4,6,62.1,57.0,525
36162,0.3,5,4,7,61.7,57.0,764
36163,1.22,4,3,5,62.2,58.0,5773
36164,0.35,4,1,5,62.4,58.0,949
36165,0.7,2,5,5,64.0,57.0,2381
36166,0.32,5,6,2,62.7,55.0,449
36167,0.3,3,2,3,63.4,57.0,506
36168,1.52,4,3,4,61.1,61.0,8825
36169,1.04,3,5,2,63.2,58.0,4013
36170,0.3,3,3,3,60.9,59.0,432
36171,0.57,5,4,6,60.5,56.0,1976
36172,2.03,5,2,4,62.7,57.0,16945
36173,0.71,4,3,3,61.0,58.0,1883
36174,0.54,4,4,5,61.1,60.0,1637
36175,0.93,2,7,2,59.2,62.0,3744
36176,1.2,5,4,5,62.4,57.0,8701
36177,0.51,5,6,4,62.1,54.0,1608
36178,1.02,5,5,2,62.1,56.0,4238
36179,0.55,5,7,5,61.3,56.0,2251
36180,0.72,5,6,4,62.8,57.0,2835
36181,0.27,5,3,5,61.6,56.0,480
36182,0.42,5,7,6,62.1,55.0,1326
36183,0.73,4,3,3,62.2,57.0,2107
36184,0.34,5,3,4,62.6,54.0,537
36185,0.23,3,4,6,62.6,54.0,431
36186,0.7,1,6,3,65.2,58.0,2318
36187,0.31,4,6,8,61.0,59.0,1060
36188,0.34,2,7,4,63.6,55.0,644
36189,2.32,4,2,3,61.2,58.0,18026
36190,1.1,5,5,5,61.5,59.0,8796
36191,0.41,2,2,6,63.5,57.0,827
36192,1.21,4,4,6,59.6,60.0,9541
36193,1.01,4,1,2,62.5,62.0,3563
36194,0.6,4,3,3,62.4,58.0,1170
36195,1.0,5,5,6,59.7,60.0,9014
36196,0.6,4,5,3,62.9,59.0,1323
36197,1.0,5,6,3,60.1,62.0,5629
36198,1.03,5,5,1,61.1,55.0,3444
36199,1.14,3,5,1,61.3,55.8,4050
36200,0.38,5,5,6,60.3,55.0,1052
36201,0.94,3,4,7,63.3,57.0,6088
36202,0.55,5,5,7,61.2,54.0,3005
36203,1.03,3,3,2,60.9,57.0,4101
36204,0.8,4,2,3,60.9,60.0,2507
36205,1.11,4,6,3,61.3,58.0,5802
36206,0.32,5,3,7,61.9,56.0,936
36207,1.23,4,3,4,58.5,62.0,6150
